prod_name,sale_qty,sale_cost,sale
Oral_Care,1,143.64,156
Oral_Care,4,396.37,428
Oral_Care,1,127.26,138
Oral_Care,17,222.16,406.88
Oral_Care,6,440.02,582
Oral_Care,1,30.36,34
Oral_Care,12,0,408
Oral_Care,3,475.8,522
Oral_Care,6,818.16,888
Oral_Care,5,249.98,270
Oral_Care,2,0,58
Oral_Care,31,1736.07,2139
Oral_Care,3,263.98,324
Oral_Care,26,960.04,1272
Oral_Care,12,222.17,288
Oral_Care,3,203.55,270
Oral_Care,31,1966.35,2132
Oral_Care,9,927.33,1002
Oral_Care,12,692.78,750
Oral_Care,11,1088.22,1178
Oral_Care,12,218.21,240
Oral_Care,9,163.65,180
Oral_Care,9,1121.83,1216
Oral_Care,31,7091.98,7702
Oral_Care,41,4399.44,4772
Oral_Care,48,759.29,916
Oral_Care,47,1281.69,1363
Oral_Care,53,3022.91,3272
Oral_Care,47,427.61,470
Oral_Care,74,1776.07,2146
Oral_Care,4,252.8,312
Oral_Care,94,7109.38,7658
Oral_Care,74,7474.84,8098
Oral_Care,82,746.03,820
Oral_Care,177,3218.54,3540
Oral_Care,213,12042.38,13061.4
Oral_Care,17,5419.91,5892.1
Oral_Care,16,1262.56,1395
Oral_Care,9,947.3,1024
Oral_Care,13,821.61,1014
Oral_Care,12,531.81,573
Oral_Care,14,1350.12,1478
Oral_Care,5,316,390
Oral_Care,2,81.82,88
Oral_Care,4,338.2,364
Oral_Care,26,1315.37,1421
Oral_Care,38,3683.99,4008
Oral_Care,9,1596.33,1712
Oral_Care,64,3418.33,3708
Oral_Care,45,4341.91,4729
Oral_Care,38,6456.68,7069
Oral_Care,88,1600.16,1760
Oral_Care,7,1906.34,2076
Oral_Care,67,3602.81,3896
Oral_Care,44,400.31,440
Oral_Care,2,272.72,296
Oral_Care,10,495.42,535
Oral_Care,12,599.96,648
Oral_Care,1,121.05,138
Oral_Care,8,521.75,576
Oral_Care,2,107.57,118
Oral_Care,6,339.13,384
Oral_Care,19,2305.83,2561
Oral_Care,5,535.7,725
Oral_Care,6,666.66,870
Oral_Care,17,501.6,615
Oral_Care,24,355.42,480
Oral_Care,43,2447.32,2649
Oral_Care,20,2007.25,2168
Oral_Care,7,1225.48,1333
Oral_Care,44,681.94,750
Oral_Care,23,552.01,667
Oral_Care,29,2297.72,2592
Oral_Care,6,400.16,528
Oral_Care,24,337.72,456
Oral_Care,36,825.78,1243
Oral_Care,39,1129.63,1480
Oral_Care,28,2694.8,3496
Oral_Care,30,444.27,600
Oral_Care,57,1426.32,1863
Oral_Care,21,277.61,375
Oral_Care,3,44.43,60
Oral_Care,38,5827.66,6342
Oral_Care,7,352.24,378
Oral_Care,12,1051.22,1137
Oral_Care,10,274.51,290
Oral_Care,22,4785.54,5171
Oral_Care,9,245.43,261
Oral_Care,20,2268.35,2531
Oral_Care,5,695.89,766
Oral_Care,12,288.01,348
Oral_Care,16,288.01,464
Oral_Care,7,513.36,679
Oral_Care,11,279.1,349
Oral_Care,2,365.22,402
Oral_Care,16,1745.45,1888
Oral_Care,3,294.18,324
Oral_Care,1,9.11,10
Oral_Care,7,469.28,506
Oral_Care,10,275.98,290
Oral_Care,44,2443.96,2636
Oral_Care,31,3061.81,3309
Oral_Care,14,1859.76,2045
Oral_Care,48,880.42,960
Oral_Care,5,747.6,845
Oral_Care,50,916.53,999
Oral_Care,3,354.93,402
Oral_Care,19,1082.73,1169
Oral_Care,8,72.88,80
Oral_Care,2,79,86
Oral_Care,41,2181.96,2350.01
Oral_Care,44,4235.81,4606
Oral_Care,10,506.64,540
Oral_Care,5,215.9,245
Oral_Care,13,563.65,637
Oral_Care,1,100.36,114
Oral_Care,1,18.94,24
Oral_Care,3,248.7,282
Oral_Care,6,310.87,354
Oral_Care,2,95.65,98
Oral_Care,2,104.34,117
Oral_Care,7,343.47,388
Oral_Care,7,365.18,413
Oral_Care,12,270,348
Oral_Care,6,510.03,666
Oral_Care,6,157.52,204
Oral_Care,20,295.44,580
Oral_Care,28,865.05,1260
Oral_Care,12,315.02,408
Oral_Care,9,1262.23,1638
Oral_Care,7,772.48,1010
Oral_Care,31,1753.25,2531
Oral_Care,11,89.46,413
Oral_Care,11,1173.39,1540
Oral_Care,6,510.01,672
Oral_Care,32,539.25,720
Oral_Care,11,1213.39,1591.55
Oral_Care,17,270.85,354
Oral_Care,7,254.17,337
Oral_Care,2,225,282
Oral_Care,6,316.05,420
Oral_Care,7,360,465
Oral_Care,13,877.5,1144
Oral_Care,5,633.37,825
Oral_Care,20,1717.03,2246
Oral_Care,27,727.48,1062
Oral_Care,11,734.34,947
Oral_Care,6,680.01,900
Oral_Care,13,539.99,767
Oral_Care,2,0,136
Oral_Care,12,990.04,1301.02
Oral_Care,6,510.03,666
Oral_Care,13,120.01,208
Oral_Care,24,1073.3,1416
Oral_Care,15,225.01,300
Oral_Care,24,600,821
Oral_Care,13,360.02,541
Oral_Care,4,57.89,264
Oral_Care,28,2407.71,3120
Oral_Care,2,210,264
Oral_Care,2,253.33,330
Oral_Care,6,359.99,468
Oral_Care,61,1248.4,2440
Oral_Care,1,156,203
Oral_Care,19,595.51,772
Oral_Care,5,637.51,830
Oral_Care,18,1080.03,1404
Oral_Care,6,599.98,780
Oral_Care,17,1312.55,1691
Oral_Care,6,510.01,672
Oral_Care,11,206.24,264
Oral_Care,46,2104.27,2360
Oral_Care,40,3700.52,4150
Oral_Care,18,850.91,918
Oral_Care,8,676.36,736
Oral_Care,8,69.6,80
Oral_Care,14,652.74,704
Oral_Care,11,1320,1430
Oral_Care,19,1675.45,1824
Oral_Care,12,205.08,240
Oral_Care,10,123.5,200
Oral_Care,3,272.73,297
Oral_Care,4,196.37,212
Oral_Care,13,407.41,694
Oral_Care,9,207.69,261
Oral_Care,14,1582.59,1780
Oral_Care,15,2739.15,3079
Oral_Care,5,521.74,590
Oral_Care,9,626.06,711
Oral_Care,9,195.66,216
Oral_Care,6,1095.66,1242
Oral_Care,11,765.19,869
Oral_Care,11,1147.83,1283
Oral_Care,6,945.92,1044
Oral_Care,24,1982.61,2238
Oral_Care,9,1330.46,1467
Oral_Care,13,899.97,1021
Oral_Care,5,804.35,915
Oral_Care,1,71.31,93
Oral_Care,2,148.16,186
Oral_Care,6,888.88,1158
Oral_Care,8,1530.45,1744
Oral_Care,12,1408.68,1596
Oral_Care,12,427.97,456
Oral_Care,12,803.03,864
Oral_Care,6,552.33,580
Oral_Care,10,1017.34,1181
Oral_Care,6,190.92,204
Oral_Care,2,118.16,128
Oral_Care,6,190.9,204
Oral_Care,3,169.71,195
Oral_Care,5,124.45,145
Oral_Care,15,628.08,720
Oral_Care,3,97.32,111
Snaks,397,3740.66,4162
Snaks,11,211.53,231
Snaks,3,87.03,96
Snaks,18,519.12,576
Snaks,157,1492.41,1694
Snaks,279,2490.69,2790
Snaks,340,3154.37,3499
Snaks,2,58.02,64
Snaks,84,3617.36,4076
Snaks,85,3595.54,4045
Snaks,82,4256.89,4838
Snaks,88,4562.88,5192
Snaks,86,4431.03,5034
Snaks,38,304.05,380
Snaks,75,333.51,375
Snaks,32,139.75,160
Snaks,32,139.75,160
Snaks,30,135.04,150
Snaks,96,768.07,960
Snaks,37,296.04,370
Snaks,38,304.05,380
Snaks,47,204.45,235
Snaks,48,428.13,480
Snaks,127,1133.91,1270
Snaks,119,5321.97,5831
Snaks,224,7010.62,7616
Snaks,10,240,290
Snaks,12,384,468
Snaks,8,320.08,392
Snaks,35,317.52,350
Snaks,30,272.16,300
Snaks,79,7347.66,8033
Snaks,3,186.95,213
Snaks,5,366.35,420
Snaks,3,193.94,222
Snaks,40,2434.57,2760
Snaks,125,1841.84,2040
Snaks,257,2331.47,2569.64
Snaks,42,1139.35,1218
Snaks,58,1045.86,1160
Snaks,5,160,195
Snaks,20,170,200
Snaks,1,72.36,89
Snaks,4,288.04,356
Snaks,120,540.3,599.95
Snaks,54,1720.8,1936
Snaks,28,1183.92,1372
Snaks,57,2211.71,2529
Snaks,12,54.03,60
Snaks,19,840.66,931
Snaks,61,2907.12,3294
Snaks,47,2158.28,2478
Snaks,12,54.03,60
Snaks,10,341.9,390
Snaks,24,108.06,120
Snaks,13,551.78,637
Snaks,96,432.24,480
Snaks,82,2844.8,3198
Snaks,28,1250.8,1432
Snaks,451,2030.67,2255
Snaks,151,1359.76,1510
Snaks,27,949.1,1083
Snaks,36,162.09,180
Snaks,75,2005.99,2247
Snaks,108,486.27,540
Snaks,24,108.06,120
Snaks,5,235.05,270
Snaks,9,500.04,576
Snaks,61,3453.43,3904
Snaks,38,2125.44,2432
Snaks,17,460.85,527
Snaks,24,108.06,120
Snaks,96,432.24,480
Snaks,49,2304.61,2645.35
Snaks,14,782.64,896
Snaks,5,256.5,295
Snaks,67,3499.12,3953
Snaks,179,1611.9,1790
Snaks,57,2198.24,2534
Snaks,52,234.12,260
Snaks,6,174.36,198
Snaks,20,700,780
Snaks,30,681.98,720
Snaks,12,420,468
Snaks,78,3000.28,3432
Snaks,192,864.48,960
Snaks,24,108.06,120
Snaks,35,1461.7,1675
Snaks,39,1520.93,1989
Snaks,35,1364.94,1785
Snaks,20,779.96,1020
Snaks,20,779.96,1020
Snaks,17,662.97,867
Snaks,10,389.98,510
Snaks,80,2760.13,3640
Snaks,19,1424.91,1862
Snaks,30,1169.94,1530
Snaks,38,1140.18,1520
Snaks,22,1649.89,2156
Snaks,19,740.96,969
Snaks,8,311.98,408
Snaks,30,1169.94,1530
Snaks,65,2175.15,2875
Snaks,20,1499.9,1960
Snaks,30,1169.94,1530
Snaks,35,1364.94,1785
Snaks,9,350.98,459
Snaks,25,974.96,1275
Snaks,80,2760.12,3640
Snaks,20,1499.9,1960
Snaks,27,1052.95,1377
Snaks,49,1551.17,2059
Snaks,8,599.96,784
Snaks,250,2267.98,2499.88
Snaks,160,2885.09,3200
Snaks,384,3483.6,3840
Snaks,19,172.33,190
Snaks,460,4173.1,4599.53
Snaks,274,4940.73,5480
Snaks,126,2272.03,2520
Snaks,378,3429.19,3780
Snaks,167,3011.29,3340
Snaks,410,3719.47,4100
Snaks,136,2452.35,2720
Snaks,1249,11330.82,12489.53
Snaks,388,6996.34,7760
Snaks,90,2452.61,2610
Snaks,276,4976.78,5520
Snaks,172,3101.47,3440
Snaks,220,3967.01,4400
Snaks,649,5887.69,6489.5
Snaks,55,1491.97,1595
Snaks,1195,10840.95,11950
Snaks,499,4526.91,4989.88
Snaks,80,680.63,800
Snaks,952,8636.38,9520
Snaks,292,5265.27,5839
Snaks,65,1763.26,1885
Snaks,35,1581.16,1715
Snaks,60,260.05,300
Snaks,75,680.4,750
Snaks,506,5127.69,5612
Snaks,295,2676.18,2950
Snaks,104,1875.27,2080
Snaks,100,2712.99,2900
Snaks,96,3203.05,4094
Snaks,41,1353,1739
Snaks,48,1437.04,1872
Snaks,49,1457.02,1911
Snaks,93,3133.02,3684
Snaks,49,5014.99,5900
Snaks,23,2541.55,2990
Snaks,1,42.88,56
Snaks,86,2321.84,2606
Snaks,30,3608.47,4136
Snaks,58,1506.84,1682
Snaks,38,1635.08,1850
Snaks,6,610.95,666
Snaks,6,600.03,654
Snaks,6,594.59,648
Snaks,12,1216.42,1326
Snaks,16,1661.86,1812
Snaks,11,1090.07,1188
Snaks,125,2923.98,3530
Snaks,21,1007.83,1239
Snaks,20,559.98,655
Snaks,451,23374.96,28645.8
Snaks,55,7149.98,8690
Snaks,650,12252.98,15450
Snaks,440,17608.02,21565
Snaks,143,14219.69,17473
Snaks,84,1176.85,1284
Snaks,62,900.91,980
Snaks,86,1164.96,1303
Snaks,7,1255.61,1351
Snaks,3,539.97,579
Snaks,6,1079.96,1158
Snaks,66,4326.03,5094
Snaks,16,4192.02,5056
Snaks,327,21377.08,25159.61
Snaks,141,18414.06,21674.93
Snaks,22,1412.03,1658
Snaks,76,5008.03,5899
Snaks,139,9133.05,10755.31
Snaks,39,2052.06,2371
Snaks,65,4230.97,4980
Snaks,10,538.65,640
Snaks,6,378,444
Snaks,22,1395.02,1821
Snaks,50,2499.88,3250
Snaks,16,252,320
Oil_Milk_Prod,48,12189.92,12832.16
Oil_Milk_Prod,16,3778.62,4154
Oil_Milk_Prod,80,39405.2,42370
Oil_Milk_Prod,73,7771.62,8171
Oil_Milk_Prod,101,24117.57,25917
Oil_Milk_Prod,5,675.96,740
Oil_Milk_Prod,21,2397.18,2563
Oil_Milk_Prod,34,9908.6,10560
Oil_Milk_Prod,34,3906.18,4172
Oil_Milk_Prod,83,24417.15,25924
Oil_Milk_Prod,180,31625.12,34013
Oil_Milk_Prod,97,3487.24,3863
Oil_Milk_Prod,8,2870.01,3098
Oil_Milk_Prod,368,32180.88,35096.35
Oil_Milk_Prod,215,27799.32,29172
Oil_Milk_Prod,226,42730,45078
Oil_Milk_Prod,17,16800,17687
Oil_Milk_Prod,136,24132,25504
Oil_Milk_Prod,12,10840,11719
Oil_Milk_Prod,9,1709.98,1899
Oil_Milk_Prod,6,576.01,636
Oil_Milk_Prod,656,104440.19,109000.53
Oil_Milk_Prod,93,18149.95,18900
Oil_Milk_Prod,2021,384937.15,401211.07
Oil_Milk_Prod,72,7283.93,7572
Oil_Milk_Prod,359,66391.63,69085
Oil_Milk_Prod,178,32197.97,33504
Oil_Milk_Prod,89,241476.11,243688.99
Oil_Milk_Prod,12,30689.98,30966.06
Oil_Milk_Prod,198,195641.18,203620
Oil_Milk_Prod,50,8827.88,9549
Oil_Milk_Prod,106,9298.17,10026
Oil_Milk_Prod,119,17605.98,18781
Oil_Milk_Prod,4,2108,2360
Oil_Milk_Prod,3,1470,1647
Oil_Milk_Prod,99,8370.01,8945
Oil_Milk_Prod,65,37274.77,40251.8
Oil_Milk_Prod,169,24578.32,26197
Oil_Milk_Prod,156,46661.71,50318.81
Oil_Milk_Prod,228,27132.12,30583
Oil_Milk_Prod,664,113895.04,118988
Oil_Milk_Prod,12,11480,12028
Oil_Milk_Prod,53,119744.98,121360.8
Oil_Milk_Prod,1598,229172.95,239729
Oil_Milk_Prod,98,75025.13,78091.42
Oil_Milk_Prod,235,28285.13,29560
Oil_Milk_Prod,7,3826.69,3955
Oil_Milk_Prod,11,1330.56,1375
Oil_Milk_Prod,17,4852.31,5015
Oil_Milk_Prod,118,17230.09,19448
Oil_Milk_Prod,30,2580.16,2850
Oil_Milk_Prod,183,38736.08,40280
Oil_Milk_Prod,69,82660.8,86572.41
Oil_Milk_Prod,19,8688.18,9679
Oil_Milk_Prod,40,9278.14,10212
Oil_Milk_Prod,34,1140.96,1276
Oil_Milk_Prod,15,3575.4,3986
Oil_Milk_Prod,14,752.77,848
Oil_Milk_Prod,33,3994.46,4508
Oil_Milk_Prod,249,37069.49,39924
Oil_Milk_Prod,144,26712,28173
Oil_Milk_Prod,470,83249.15,87201
Oil_Milk_Prod,10,9005.99,9372
Oil_Milk_Prod,30,5520.06,5730
Oil_Milk_Prod,50,9295.98,9724
Oil_Milk_Prod,6,1796.1,2049
Oil_Milk_Prod,16,586.5,712
Oil_Milk_Prod,18,1130.93,1275
Oil_Milk_Prod,13,1999.54,2254
Oil_Milk_Prod,23,20956.95,21808
Oil_Milk_Prod,720,123155.81,128378.53
